Date,Open,High,Low,Close,Adj Close,Volume
2020-04-16,182.000000,189.899994,180.250000,188.500000,183.905533,61165773
2020-04-17,196.000000,198.000000,186.300003,193.250000,188.539764,89851063
2020-04-20,194.000000,197.350006,190.050003,192.500000,187.808044,81958510
2020-04-21,188.000000,188.199997,183.000000,184.750000,180.246933,53042420
2020-04-22,185.500000,189.500000,181.350006,188.699997,184.100662,61503413
2020-04-23,187.750000,189.899994,185.149994,186.699997,182.149399,50955312
2020-04-24,184.000000,184.000000,179.000000,179.750000,175.368805,65137305
2020-04-27,183.500000,183.500000,180.500000,180.899994,176.490784,42996571
2020-04-28,182.000000,185.350006,181.199997,184.300003,179.807907,49590230
2020-04-29,185.000000,191.800003,183.500000,190.100006,185.466553,57470466
2020-04-30,193.500000,195.899994,189.699997,190.500000,185.856796,63063889
2020-05-04,182.449997,183.500000,178.000000,178.850006,174.490753,58118177
2020-05-05,181.000000,181.250000,168.800003,170.399994,166.246704,91050439
2020-05-06,171.149994,173.300003,166.550003,171.100006,166.929657,73156432
2020-05-07,170.850006,172.550003,168.800003,170.750000,166.588181,42942399
2020-05-08,172.449997,173.800003,166.100006,166.649994,162.588104,55932236
2020-05-11,167.949997,168.899994,165.000000,165.449997,161.417343,54591827
2020-05-12,164.199997,168.500000,160.850006,166.899994,162.832001,70752542
2020-05-13,178.550003,178.550003,170.500000,174.100006,169.856522,81720683
2020-05-14,170.949997,171.750000,167.500000,167.949997,163.856415,48136531
2020-05-15,167.949997,168.250000,164.699997,166.399994,162.344193,35495540
2020-05-18,166.399994,166.399994,155.000000,155.300003,151.514740,77349435
2020-05-19,157.500000,157.850006,152.399994,152.800003,149.075684,71522334
2020-05-20,153.000000,155.250000,151.149994,153.399994,149.661057,66168767
2020-05-21,153.649994,156.149994,151.500000,151.949997,148.246399,61147471
2020-05-22,152.000000,155.600006,149.449997,150.850006,147.173218,87064198
2020-05-26,152.399994,153.199997,150.199997,151.399994,147.709808,48275988
2020-05-27,151.949997,160.800003,150.800003,158.600006,154.734314,88195120
2020-05-28,159.449997,162.399994,156.699997,158.199997,154.344070,76968678
2020-05-29,156.100006,161.899994,155.199997,161.300003,157.368500,58363280
2020-06-01,164.000000,171.399994,163.350006,170.050003,165.905228,92740893
2020-06-02,169.899994,171.300003,167.199997,170.250000,166.100357,70419104
2020-06-03,172.500000,179.899994,172.000000,174.899994,170.637024,113168889
2020-06-04,174.899994,177.649994,171.500000,174.050003,169.807739,83494674
2020-06-05,176.550003,189.800003,176.000000,187.800003,183.222610,201321234
2020-06-08,197.000000,197.500000,185.800003,186.800003,182.246979,151741826
2020-06-09,187.699997,191.000000,183.350006,184.449997,179.954239,96654191
2020-06-10,184.550003,189.000000,183.800003,187.699997,183.125031,67333317
2020-06-11,188.000000,190.399994,176.350006,177.149994,172.832184,91726802
2020-06-12,170.000000,180.000000,169.800003,179.149994,174.783432,92758901
2020-06-15,177.850006,177.850006,172.000000,173.699997,169.466263,63613412
2020-06-16,178.000000,178.949997,169.399994,172.899994,168.685760,63925976
2020-06-17,171.000000,176.199997,169.250000,172.949997,168.734558,73866905
2020-06-18,172.399994,180.649994,171.100006,179.649994,175.271240,58261857
2020-06-19,180.300003,184.949997,179.500000,184.500000,180.003036,76895151
2020-06-22,185.000000,191.750000,184.250000,187.699997,183.125031,80023958
2020-06-23,189.600006,193.100006,187.850006,192.449997,187.759262,65487085
2020-06-24,194.800003,194.899994,183.899994,184.600006,180.100601,74668987
2020-06-25,182.199997,186.800003,180.399994,185.250000,180.734756,73620385
2020-06-26,188.000000,188.600006,183.800003,184.600006,180.100601,49176958
2020-06-29,183.000000,183.100006,178.500000,179.250000,174.880997,50966428
2020-06-30,181.100006,182.899994,177.250000,178.449997,174.100479,43613239
2020-07-01,179.449997,185.399994,178.600006,184.800003,180.295715,54012853
2020-07-02,185.649994,188.000000,184.000000,185.449997,180.929886,52127276
2020-07-03,186.649994,186.850006,183.399994,184.699997,180.198151,38048810
2020-07-06,186.600006,189.850006,186.149994,188.050003,183.466507,43773740
2020-07-07,187.000000,189.199997,184.050003,188.600006,184.003098,55124494
2020-07-08,188.899994,197.449997,188.399994,191.899994,187.222672,143063102
2020-07-09,192.800003,201.000000,192.550003,199.100006,194.247177,89539723
2020-07-10,198.000000,202.500000,194.800003,195.600006,190.832489,111406477
2020-07-13,198.800003,199.800003,191.600006,192.699997,188.003159,61949761
2020-07-14,192.300003,192.300003,184.600006,186.050003,181.515259,62239932
2020-07-15,187.949997,189.949997,183.000000,183.800003,179.320099,58527305
2020-07-16,185.000000,186.949997,181.649994,186.250000,181.710373,46546803
2020-07-17,186.800003,189.500000,185.000000,188.199997,183.612854,47035238
2020-07-20,190.000000,193.250000,188.750000,190.750000,186.100693,45672856
2020-07-21,192.449997,196.199997,191.500000,194.399994,189.661728,59281860
2020-07-22,195.699997,196.750000,190.100006,192.000000,187.320236,62276152
2020-07-23,192.399994,199.100006,191.149994,198.250000,193.417892,70801412
2020-07-24,195.699997,196.300003,190.649994,191.949997,187.271454,65265493
2020-07-27,193.000000,193.199997,186.500000,187.149994,182.588425,50697767
2020-07-28,188.000000,190.500000,185.750000,189.449997,184.832382,51488617
2020-07-29,187.600006,195.250000,187.000000,191.199997,186.539719,73763368
2020-07-30,192.500000,193.500000,186.050003,186.550003,182.003067,48472816
2020-07-31,188.000000,194.850006,186.699997,191.449997,186.783630,145892485
2020-08-03,192.000000,194.600006,190.050003,192.250000,187.564133,72454278
2020-08-04,193.350006,193.800003,190.500000,191.600006,186.929993,43866676
2020-08-05,192.750000,196.850006,191.000000,191.449997,186.783630,68888892
2020-08-06,192.300003,194.500000,190.250000,190.949997,186.295822,59740172
2020-08-07,191.449997,192.100006,189.550003,190.649994,186.003128,44822338
2020-08-10,191.850006,195.500000,191.699997,193.800003,189.076370,48784530
2020-08-11,195.000000,196.800003,193.750000,195.050003,190.295883,43890305
2020-08-12,196.000000,204.250000,194.600006,203.300003,198.344803,157818228
2020-08-13,205.500000,207.300003,200.750000,201.899994,196.978912,70443118
2020-08-14,203.000000,204.000000,194.600006,196.500000,191.710556,56169088
2020-08-17,198.449997,198.649994,191.500000,193.100006,188.393417,54787889
2020-08-18,193.800003,195.750000,191.699997,195.100006,190.344681,46294169
2020-08-19,196.399994,200.300003,195.899994,197.050003,192.247147,59296062
2020-08-20,194.000000,196.350006,193.250000,194.750000,190.003204,37504602
2020-08-21,199.000000,201.500000,197.649994,198.399994,193.564240,68041871
2020-08-24,200.000000,202.800003,198.600006,201.449997,196.539886,53850253
2020-08-25,204.000000,208.449997,202.699997,207.949997,202.881454,105394375
2020-08-26,208.500000,210.350006,206.149994,209.850006,204.735153,66749637
2020-08-27,210.500000,216.500000,210.500000,215.649994,210.393784,80997993
2020-08-28,217.000000,225.899994,216.800003,224.850006,219.369553,95974037
2020-08-31,231.550003,231.550003,210.350006,212.000000,206.832748,119986476
2020-09-01,213.100006,218.899994,211.199997,218.100006,212.784073,75048313
2020-09-02,218.250000,219.000000,212.300003,216.250000,210.979156,47608088
2020-09-03,217.500000,218.250000,212.300003,213.149994,207.954727,38594129
2020-09-04,210.000000,212.300003,205.899994,206.600006,201.564377,54435758
2020-09-07,207.500000,209.649994,205.399994,207.899994,202.832672,35687359
2020-09-08,207.899994,208.500000,202.899994,204.050003,199.076523,34146789
2020-09-09,201.100006,201.399994,192.500000,194.850006,190.100769,72715826
2020-09-10,197.699997,201.449997,195.199997,198.149994,193.320328,67789617
2020-09-11,198.550003,203.850006,197.000000,202.699997,197.759430,48487971
2020-09-14,205.899994,206.199997,197.350006,198.500000,193.661804,63605531
2020-09-15,199.899994,201.000000,197.100006,200.149994,195.271576,51761038
2020-09-16,199.850006,200.050003,196.250000,198.199997,193.369110,52404964
2020-09-17,197.000000,198.000000,195.000000,195.449997,190.686127,41223296
2020-09-18,196.000000,197.199997,189.699997,192.600006,187.905609,55286316
2020-09-21,193.050003,193.500000,184.250000,185.800003,181.271347,57611375
2020-09-22,186.149994,188.300003,181.149994,186.199997,181.661591,51210889
2020-09-23,188.149994,188.949997,181.000000,183.800003,179.320099,44320497
2020-09-24,181.100006,181.800003,175.500000,176.350006,172.051682,46114798
2020-09-25,179.000000,182.750000,176.149994,182.199997,177.759094,46550127
2020-09-28,184.000000,188.149994,183.350006,187.250000,182.686020,41921548
2020-09-29,188.500000,188.949997,183.250000,185.050003,180.539627,35688726
